2025-12-15 22:33:57.882 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Created DB manager for process 44733", "timestamp": "2025-12-15T14:33:57.882472Z", "level": "info", "request_id": "", "user_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "session_id": "", "client_ip": ""}
2025-12-15 22:39:43.514 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44734: DB manager initialized (write: 1, read: 1)", "timestamp": "2025-12-15T14:39:43.514358Z", "session_id": "", "trace_idd": "", "correlation_id": "", "user_id": "", "endpoint": "", "request_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.514 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 44731: Write engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-15T14:39:43.514939Z", "trace_idd": "", "correlation_id": "", "user_id": "", "request_id": "", "session_id": "", "client_ip": "", "endpoint": "", "level": "info"}
2025-12-15 22:39:43.515 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 44731: Read engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-15T14:39:43.515215Z", "trace_idd": "", "correlation_id": "", "user_id": "", "request_id": "", "session_id": "", "client_ip": "", "endpoint": "", "level": "info"}
2025-12-15 22:39:43.515 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44731: DB manager initialized (write: 1, read: 1)", "timestamp": "2025-12-15T14:39:43.515332Z", "trace_idd": "", "correlation_id": "", "user_id": "", "request_id": "", "session_id": "", "client_ip": "", "endpoint": "", "level": "info"}
2025-12-15 22:39:43.549 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44734: DB schema initialized", "timestamp": "2025-12-15T14:39:43.549603Z", "session_id": "", "trace_idd": "", "correlation_id": "", "user_id": "", "endpoint": "", "request_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.551 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Redis client initialized successfully", "timestamp": "2025-12-15T14:39:43.551858Z", "session_id": "", "trace_idd": "", "correlation_id": "", "user_id": "", "endpoint": "", "request_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.552 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Security services initialized", "timestamp": "2025-12-15T14:39:43.552617Z", "session_id": "", "trace_idd": "", "correlation_id": "", "user_id": "", "endpoint": "", "request_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.559 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44731: DB schema initialized", "timestamp": "2025-12-15T14:39:43.559586Z", "trace_idd": "", "correlation_id": "", "user_id": "", "request_id": "", "session_id": "", "client_ip": "", "endpoint": "", "level": "info"}
2025-12-15 22:39:43.561 | WARNING  | _base.py:223 (_proxy_to_logger) | {"event": "\u6ce8\u518c\u7684\u8def\u7531:", "timestamp": "2025-12-15T14:39:43.561885Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "warning"}
2025-12-15 22:39:43.562 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Starting security-enhanced application", "timestamp": "2025-12-15T14:39:43.562396Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.562 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Redis client initialized successfully", "timestamp": "2025-12-15T14:39:43.562896Z", "trace_idd": "", "correlation_id": "", "user_id": "", "request_id": "", "session_id": "", "client_ip": "", "endpoint": "", "level": "info"}
2025-12-15 22:39:43.562 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "settings.DB_WRITE_DSN: ['postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai']", "timestamp": "2025-12-15T14:39:43.562628Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.562 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "idx(0) -> dsn(postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai)", "timestamp": "2025-12-15T14:39:43.562786Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.564 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Security services initialized", "timestamp": "2025-12-15T14:39:43.564425Z", "trace_idd": "", "correlation_id": "", "user_id": "", "request_id": "", "session_id": "", "client_ip": "", "endpoint": "", "level": "info"}
2025-12-15 22:39:43.574 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 44732: Write engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-15T14:39:43.574141Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.574 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 44732: Read engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-15T14:39:43.574479Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.574 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44732: DB manager initialized (write: 1, read: 1)", "timestamp": "2025-12-15T14:39:43.574614Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.608 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44732: DB schema initialized", "timestamp": "2025-12-15T14:39:43.608670Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.610 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Redis client initialized successfully", "timestamp": "2025-12-15T14:39:43.610772Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.611 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Security services initialized", "timestamp": "2025-12-15T14:39:43.611513Z", "user_id": "", "request_id": "", "client_ip": "", "session_id": "", "trace_idd": "", "endpoint": "", "correlation_id": "", "level": "info"}
2025-12-15 22:39:43.756 | WARNING  | _base.py:223 (_proxy_to_logger) | {"event": "\u6ce8\u518c\u7684\u8def\u7531:", "timestamp": "2025-12-15T14:39:43.756439Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "warning"}
2025-12-15 22:39:43.756 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Starting security-enhanced application", "timestamp": "2025-12-15T14:39:43.756844Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.757 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "settings.DB_WRITE_DSN: ['postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai']", "timestamp": "2025-12-15T14:39:43.757413Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.757 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "idx(0) -> dsn(postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai)", "timestamp": "2025-12-15T14:39:43.757702Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.768 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 44733: Write engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-15T14:39:43.768772Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.769 | INFO     | _base.py:223 (_proxy_to_logger) | {"host": "postgresql+asyncpg://postgres123:pgsAdmin%40123@localhost:5432/fastxai", "event": "Process 44733: Read engine 0 initialized (DSN: postgresql+asyncpg:/...)", "timestamp": "2025-12-15T14:39:43.769047Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.769 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44733: DB manager initialized (write: 1, read: 1)", "timestamp": "2025-12-15T14:39:43.769166Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.812 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Process 44733: DB schema initialized", "timestamp": "2025-12-15T14:39:43.812502Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.814 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Redis client initialized successfully", "timestamp": "2025-12-15T14:39:43.814487Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
2025-12-15 22:39:43.815 | INFO     | _base.py:223 (_proxy_to_logger) | {"event": "Security services initialized", "timestamp": "2025-12-15T14:39:43.815323Z", "correlation_id": "", "session_id": "", "endpoint": "", "trace_idd": "", "request_id": "", "user_id": "", "client_ip": "", "level": "info"}
